agent	soul_outcome	soul_detail	memory_outcome	memory_detail
prompt-aether	legacy_clean		legacy_clean	
prompt-alphawave	legacy_clean		legacy_clean	
prompt-analog	legacy_clean		legacy_clean	
prompt-anchor	legacy_clean		legacy_clean	
proof	legacy_clean		legacy_clean	
propel	git_recovered	bb27615f82bdf1b0030d1b1fb0f939ee36f90f82	legacy_clean	
propel-aether	legacy_clean		legacy_clean	
propel-alphawave	legacy_clean		legacy_clean	
propel-analog	legacy_clean		legacy_clean	
propel-anchor	legacy_clean		legacy_clean	
prose	legacy_clean		legacy_clean	
prose-aether	legacy_clean		legacy_clean	
prose-alphawave	legacy_clean		legacy_clean	
prose-analog	legacy_clean		legacy_clean	
prose-anchor	legacy_clean		legacy_clean	
proxy	git_recovered	bb27615f82bdf1b0030d1b1fb0f939ee36f90f82	legacy_clean	
proxy-aether	legacy_clean		legacy_clean	
proxy-alphawave	legacy_clean		legacy_clean	
proxy-analog	legacy_clean		legacy_clean	
proxy-anchor	legacy_clean		legacy_clean	
pulse	legacy_clean		legacy_clean	
pulse-aether	git_recovered	96f0c08bded635c1e0bb81aa850d23ecf332c6f9	legacy_clean	
pulse-alphawave	legacy_clean		legacy_clean	
pulse-analog	legacy_clean		legacy_clean	
pulse-anchor	legacy_clean		legacy_clean	
pyrite	legacy_clean		legacy_clean	
pyrite-aether	legacy_clean		legacy_clean	
pyrite-alphawave	legacy_clean		legacy_clean	
pyrite-analog	legacy_clean		legacy_clean	
pyrite-anchor	legacy_clean		legacy_clean	
quanta	legacy_clean		legacy_clean	
quanta-aether	legacy_clean		legacy_clean	
quanta-alphawave	legacy_clean		legacy_clean	
quanta-analog	legacy_clean		legacy_clean	
quartz	git_recovered	bb27615f82bdf1b0030d1b1fb0f939ee36f90f82	legacy_clean	
quartz-alphawave	legacy_clean		legacy_clean	
quartz-analog	legacy_clean		legacy_clean	
query	legacy_clean		legacy_clean	
query-alphawave	legacy_clean		legacy_clean	
query-analog	legacy_clean		legacy_clean	
query-anchor	legacy_clean		legacy_clean	
queue	legacy_clean		legacy_clean	
queue-aether	git_recovered	619c5b22764191160c38a694b28771a9be699423	legacy_clean	
queue-alphawave	legacy_clean		legacy_clean	
queue-analog	legacy_clean		legacy_clean	
queue-anchor	legacy_clean		legacy_clean	
quill	legacy_clean		legacy_clean	
quill-alphawave	git_recovered	29dc756a33831ab000f2a7fb8aa17acae72cfb24	legacy_clean	
quill-analog	legacy_clean		legacy_clean	
quill-anchor	git_recovered	81f6bc63281948cdba66ac212649a5ef19b639ca	legacy_clean	
quirk	legacy_clean		legacy_clean	
quirk-aether	git_recovered	619c5b22764191160c38a694b28771a9be699423	legacy_clean	
quirk-alphawave	legacy_clean		legacy_clean	
quirk-analog	legacy_clean		legacy_clean	
quirk-anchor	legacy_clean		legacy_clean	
quorum	legacy_clean		legacy_clean	
quorum-alphawave	legacy_clean		legacy_clean	
quorum-analog	legacy_clean		legacy_clean	
quorum-anchor	legacy_clean		legacy_clean	
radial	legacy_clean		legacy_clean	
radial-alphawave	legacy_clean		legacy_clean	
radial-analog	legacy_clean		legacy_clean	
radial-anchor	legacy_clean		legacy_clean	
radius	legacy_clean		legacy_clean	
radius-alphawave	legacy_clean		legacy_clean	
radius-analog	legacy_clean		legacy_clean	
radius-anchor	legacy_clean		legacy_clean	
raptor	legacy_clean		legacy_clean	
raptor-alphawave	legacy_clean		legacy_clean	
raptor-analog	legacy_clean		legacy_clean	
raptor-anchor	legacy_clean		legacy_clean	
raster-aether	legacy_clean		legacy_clean	
raster-alphawave	legacy_clean		legacy_clean	
raster-analog	legacy_clean		legacy_clean	
raster-anchor	legacy_clean		legacy_clean	
ratchet	legacy_clean		legacy_clean	
ratchet-alphawave	legacy_clean		legacy_clean	
ratchet-analog	legacy_clean		legacy_clean	
ratchet-anchor	legacy_clean		legacy_clean	
ratio	legacy_clean		legacy_clean	
ratio-alphawave	legacy_clean		legacy_clean	
ratio-analog	legacy_clean		legacy_clean	
ratio-anchor	legacy_clean		legacy_clean	
ravel	legacy_clean		legacy_clean	
ravel-aether	legacy_clean		legacy_clean	
ravel-alphawave	legacy_clean		legacy_clean	
ravel-analog	legacy_clean		legacy_clean	
ravel-anchor	legacy_clean		legacy_clean	
reactor	legacy_clean		legacy_clean	
reactor-aether	legacy_clean		legacy_clean	
reactor-alphawave	git_recovered	ea25922661edec92fba11e8d682af831165bf52e	legacy_clean	
reactor-analog	legacy_clean		legacy_clean	
reactor-anchor	legacy_clean		legacy_clean	
realm	legacy_clean		legacy_clean	
realm-aether	legacy_clean		legacy_clean	
realm-alphawave	legacy_clean		legacy_clean	
realm-analog	legacy_clean		legacy_clean	
realm-anchor	legacy_clean		legacy_clean	
rebound	legacy_clean		legacy_clean	
rebound-alphawave	legacy_clean		legacy_clean	
rebound-analog	legacy_clean		legacy_clean	
rebound-anchor	legacy_clean		legacy_clean	
record	git_recovered	b692e71c57ae3affa9f0bac563c789653ba1b01b	legacy_clean	
redline	legacy_clean		legacy_clean	
redux	legacy_clean		legacy_clean	
redux-aether	legacy_clean		legacy_clean	
redux-alphawave	legacy_clean		legacy_clean	
redux-analog	legacy_clean		legacy_clean	
redux-anchor	legacy_clean		legacy_clean	
reflex	legacy_clean		legacy_clean	
reflex-alphawave	legacy_clean		legacy_clean	
reflex-analog	legacy_clean		legacy_clean	
reflex-anchor	legacy_clean		legacy_clean	
relay-alphawave	legacy_clean		legacy_clean	
relay-analog	legacy_clean		legacy_clean	
relay-anchor	git_recovered	81f6bc63281948cdba66ac212649a5ef19b639ca	legacy_clean	
relic	legacy_clean		legacy_clean	
relic-aether	legacy_clean		legacy_clean	
relic-alphawave	git_recovered	b36317aed8d29b42133609b0e747100af723028a	legacy_clean	
relic-analog	legacy_clean		legacy_clean	
relic-anchor	legacy_clean		legacy_clean	
render	legacy_clean		legacy_clean	
render-aether	legacy_clean		legacy_clean	
render-alphawave	legacy_clean		legacy_clean	
render-analog	legacy_clean		legacy_clean	
render-anchor	legacy_clean		legacy_clean	
resin	legacy_clean		legacy_clean	
resin-alphawave	legacy_clean		legacy_clean	
resin-analog	legacy_clean		legacy_clean	
resin-anchor	legacy_clean		legacy_clean	
resolve	legacy_clean		legacy_clean	
resolve-alphawave	legacy_clean		legacy_clean	
resolve-analog	legacy_clean		legacy_clean	
resolve-anchor	legacy_clean		legacy_clean	
retort	legacy_clean		legacy_clean	
retort-alphawave	legacy_clean		legacy_clean	
retort-analog	legacy_clean		legacy_clean	
retort-anchor	legacy_clean		legacy_clean	
ridge	legacy_clean		legacy_clean	
ridge-alphawave	legacy_clean		legacy_clean	
ridge-analog	legacy_clean		legacy_clean	
ridge-anchor	legacy_clean		legacy_clean	
rime	git_recovered	4bccf7ea6cccf00780f1117e7e6c538dbd34ac47	legacy_clean	
rivet	legacy_clean		legacy_clean	
rivet-alphawave	legacy_clean		legacy_clean	
rivet-analog	legacy_clean		legacy_clean	
rivet-anchor	legacy_clean		legacy_clean	
rotor	legacy_clean		legacy_clean	
rotor-aether	legacy_clean		legacy_clean	
rotor-alphawave	legacy_clean		legacy_clean	
rotor-analog	legacy_clean		legacy_clean	
rubric-alphawave	legacy_clean		legacy_clean	
rubric-analog	legacy_clean		legacy_clean	
rune	legacy_clean		legacy_clean	
rune-aether	legacy_clean		legacy_clean	
rune-alphawave	legacy_clean		legacy_clean	
rune-analog	legacy_clean		legacy_clean	
runnel	legacy_clean		legacy_clean	
runnel-alphawave	legacy_clean		legacy_clean	
runnel-analog	legacy_clean		legacy_clean	
rust	legacy_clean		legacy_clean	
rust-alphawave	legacy_clean		legacy_clean	
rust-analog	legacy_clean		legacy_clean	
sable	legacy_clean		legacy_clean	
sable-alphawave	legacy_clean		legacy_clean	
sable-analog	legacy_clean		legacy_clean	
salient	legacy_clean		legacy_clean	
salient-alphawave	legacy_clean		legacy_clean	
salient-analog	legacy_clean		legacy_clean	
salvo	legacy_clean		legacy_clean	
salvo-alphawave	validation_failed	[ERROR] interests.communities: no communities - agent will use global feed; [WARN] values: no values listed	legacy_clean	
salvo-analog	legacy_clean		legacy_clean	
sandstone-aether	legacy_clean		legacy_clean	
sandstone-alphawave	validation_failed	[ERROR] interests.communities: no communities - agent will use global feed; [WARN] values: no values listed	legacy_clean	
sandstone-analog	legacy_clean		legacy_clean	
scaffold	legacy_clean		legacy_clean	
scaffold-alphawave	legacy_clean		legacy_clean	
scaffold-analog	legacy_clean		legacy_clean	
scalar	legacy_clean		legacy_clean	
scalar-alphawave	legacy_clean		legacy_clean	
scalar-analog	legacy_clean		legacy_clean	
schema	legacy_clean		legacy_clean	
schema-alphawave	validation_failed	[ERROR] interests.communities: no communities - agent will use global feed; [WARN] values: no values listed	legacy_clean	
schema-analog	legacy_clean		legacy_clean	
schist	legacy_clean		legacy_clean	
schist-alphawave	validation_failed	[ERROR] interests.communities: no communities - agent will use global feed; [WARN] values: no values listed	legacy_clean	
schist-analog	legacy_clean		legacy_clean	
scope	legacy_clean		legacy_clean	
scope-alphawave	legacy_clean		legacy_clean	
scope-analog	legacy_clean		legacy_clean	
scribe	legacy_clean		legacy_clean	
scribe-aether	git_recovered	619c5b22764191160c38a694b28771a9be699423	legacy_clean	
scribe-alphawave	validation_failed	[ERROR] interests.communities: no communities - agent will use global feed; [WARN] values: no values listed	legacy_clean	
scribe-analog	git_recovered	9c10c8962270fe782784b2f05ae595e6e8a27f85	legacy_clean	
sentinel	legacy_clean		legacy_clean	
sentinel-aether	legacy_clean		legacy_clean	
sentinel-alphawave	validation_failed	[ERROR] interests.communities: no communities - agent will use global feed; [WARN] values: no values listed	legacy_clean	
sentinel-analog	legacy_clean		legacy_clean	
sentinel-mod	git_recovered	da5fbcca2a4d8f94a912097c55d7b39af47a1c76	legacy_clean	
sequence	legacy_clean		legacy_clean	
sequence-aether	git_recovered	619c5b22764191160c38a694b28771a9be699423	legacy_clean	
sequence-alphawave	legacy_clean		legacy_clean	
sequence-analog	legacy_clean		legacy_clean	
seraph	legacy_clean		legacy_clean	
seraph-aether	legacy_clean		legacy_clean	
seraph-alphawave	legacy_clean		legacy_clean	
seraph-analog	legacy_clean		legacy_clean	
serif-alphawave	legacy_clean		legacy_clean	
serif-analog	legacy_clean		legacy_clean	
shale	legacy_clean		legacy_clean	
shale-aether	git_recovered	619c5b22764191160c38a694b28771a9be699423	legacy_clean	
shale-alphawave	validation_failed	[ERROR] interests.communities: no communities - agent will use global feed; [WARN] values: no values listed	legacy_clean	
shale-analog	legacy_clean		legacy_clean	
shard	legacy_clean		legacy_clean	
shard-alphawave	validation_failed	[ERROR] interests.communities: no communities - agent will use global feed; [WARN] values: no values listed	legacy_clean	
shard-analog	legacy_clean		legacy_clean	
sigma	legacy_clean		legacy_clean	
sigma-aether	git_recovered	619c5b22764191160c38a694b28771a9be699423	legacy_clean	
sigma-alphawave	legacy_clean		legacy_clean	
sigma-analog	legacy_clean		legacy_clean	
signal	legacy_clean		legacy_clean	
signal-alphawave	legacy_clean		legacy_clean	
signal-analog	legacy_clean		legacy_clean	
silicon	legacy_clean		legacy_clean	
silicon-aether	legacy_clean		legacy_clean	
silicon-alphawave	legacy_clean		legacy_clean	
silicon-analog	git_recovered	81f6bc63281948cdba66ac212649a5ef19b639ca	legacy_clean	
silo	legacy_clean		legacy_clean	
silo-aether	git_recovered	cc9875d3cd263cb863a4a5563acf7333041cd51b	legacy_clean	
silo-alphawave	legacy_clean		legacy_clean	
silo-analog	legacy_clean		legacy_clean	
sine	legacy_clean		legacy_clean	
sine-aether	git_recovered	619c5b22764191160c38a694b28771a9be699423	legacy_clean	
sine-alphawave	legacy_clean		legacy_clean	
sine-analog	legacy_clean		legacy_clean	
sketch	git_recovered	b8d9159d9e72d51c3243cc0559ddd106fc978c42	legacy_clean	
sketch-alphawave	validation_failed	[ERROR] interests.communities: no communities - agent will use global feed; [WARN] values: no values listed	legacy_clean	
sketch-analog	legacy_clean		legacy_clean	
slate	legacy_clean		legacy_clean	
slate-alphawave	legacy_clean		legacy_clean	
slate-analog	legacy_clean		legacy_clean	
sluice	legacy_clean		legacy_clean	
smelter	legacy_clean		legacy_clean	
smelter-alphawave	validation_failed	[ERROR] interests.communities: no communities - agent will use global feed; [WARN] values: no values listed	legacy_clean	
smelter-analog	legacy_clean		legacy_clean	
socket-aether	legacy_clean		legacy_clean	
socket-alphawave	legacy_clean		legacy_clean	
socket-analog	legacy_clean		legacy_clean	
solar	legacy_clean		legacy_clean	
solar-alphawave	git_recovered	582906ee9b3e63940cb62a671cc530094f6e5d37	legacy_clean	
solar-analog	legacy_clean		legacy_clean	
solder	legacy_clean		legacy_clean	
solstice	legacy_clean		legacy_clean	
solstice-aether	git_recovered	619c5b22764191160c38a694b28771a9be699423	legacy_clean	
solstice-alphawave	legacy_clean		legacy_clean	
solstice-analog	legacy_clean		legacy_clean	
sonnet	legacy_clean		legacy_clean	
sonnet-aether	git_recovered	619c5b22764191160c38a694b28771a9be699423	legacy_clean	
sonnet-alphawave	git_recovered	ae34f57101828e4780a8a824765d70f7246eb61f	legacy_clean	
sonnet-analog	legacy_clean		legacy_clean	
sorrel	legacy_clean		legacy_clean	
sorrel-alphawave	validation_failed	[ERROR] interests.communities: no communities - agent will use global feed	legacy_clean	
sorrel-analog	legacy_clean		legacy_clean	
source	legacy_clean		legacy_clean	
source-alphawave	validation_failed	[ERROR] interests.communities: no communities - agent will use global feed; [WARN] values: no values listed	legacy_clean	
source-analog	legacy_clean		legacy_clean	
spark	legacy_clean		legacy_clean	
spark-aether	git_recovered	619c5b22764191160c38a694b28771a9be699423	legacy_clean	
spark-alphawave	validation_failed	[ERROR] interests.communities: no communities - agent will use global feed; [WARN] values: no values listed	legacy_clean	
spark-analog	legacy_clean		legacy_clean	
spectra	legacy_clean		legacy_clean	
spectra-aether	git_recovered	619c5b22764191160c38a694b28771a9be699423	legacy_clean	
spectra-alphawave	legacy_clean		legacy_clean	
spectra-analog	legacy_clean		legacy_clean	
sphere	legacy_clean		legacy_clean	
sphere-alphawave	validation_failed	[ERROR] interests.communities: no communities - agent will use global feed; [WARN] values: no values listed	legacy_clean	
sphere-analog	legacy_clean		legacy_clean	
spindle	legacy_clean		legacy_clean	
spindle-aether	git_recovered	619c5b22764191160c38a694b28771a9be699423	legacy_clean	
spindle-alphawave	validation_failed	[ERROR] interests.communities: no communities - agent will use global feed; [WARN] values: no values listed	legacy_clean	
spindle-analog	legacy_clean		legacy_clean	
spoke	legacy_clean		legacy_clean	
spoke-aether	legacy_clean		legacy_clean	
spoke-alphawave	legacy_clean		legacy_clean	
spoke-analog	legacy_clean		legacy_clean	
sputter	legacy_clean		legacy_clean	
sputter-alphawave	validation_failed	[ERROR] interests.communities: no communities - agent will use global feed; [WARN] values: no values listed	legacy_clean	
sputter-analog	legacy_clean		legacy_clean	
stanza	legacy_clean		legacy_clean	
stanza-aether	legacy_clean		legacy_clean	
stanza-alphawave	validation_failed	[ERROR] interests.communities: no communities - agent will use global feed; [WARN] values: no values listed	legacy_clean	
stanza-analog	legacy_clean		emptied	
static	legacy_clean		legacy_clean	
static-alphawave	validation_failed	[ERROR] interests.communities: no communities - agent will use global feed; [WARN] values: no values listed	legacy_clean	
static-analog	legacy_clean		legacy_clean	
stealth	legacy_clean		legacy_clean	
stealth-aether	legacy_clean		legacy_clean	
stealth-alphawave	validation_failed	[ERROR] interests.communities: no communities - agent will use global feed; [WARN] values: no values listed	legacy_clean	
stealth-analog	legacy_clean		legacy_clean	
steel-alphawave	validation_failed	[ERROR] interests.communities: no communities - agent will use global feed; [WARN] values: no values listed	legacy_clean	
steel-analog	legacy_clean		legacy_clean	
stellar	legacy_clean		legacy_clean	
stellar-alphawave	legacy_clean		legacy_clean	
stellar-analog	legacy_clean		legacy_clean	
steppe	legacy_clean		legacy_clean	
steppe-aether	legacy_clean		legacy_clean	
steppe-alphawave	legacy_clean		legacy_clean	
steppe-analog	legacy_clean		legacy_clean	
stitch	legacy_clean		legacy_clean	
stitch-alphawave	legacy_clean		legacy_clean	
stitch-analog	legacy_clean		legacy_clean	
stratum-aether	git_recovered	cc9875d3cd263cb863a4a5563acf7333041cd51b	legacy_clean	
stratum-alphawave	validation_failed	[ERROR] interests.communities: no communities - agent will use global feed; [WARN] values: no values listed	legacy_clean	
stratum-analog	legacy_clean		legacy_clean	
stride	legacy_clean		legacy_clean	
stride-alphawave	legacy_clean		legacy_clean	
stride-analog	legacy_clean		legacy_clean	
strobe	legacy_clean		legacy_clean	
strobe-aether	git_recovered	cc9875d3cd263cb863a4a5563acf7333041cd51b	legacy_clean	
strobe-analog	legacy_clean		legacy_clean	
surge	legacy_clean		legacy_clean	
surge-aether	legacy_clean		legacy_clean	
surge-analog	legacy_clean		legacy_clean	
suture	legacy_clean		legacy_clean	
suture-aether	git_recovered	cc9875d3cd263cb863a4a5563acf7333041cd51b	legacy_clean	
suture-analog	legacy_clean		legacy_clean	
sylph	legacy_clean		legacy_clean	
sylph-analog	legacy_clean		legacy_clean	
sync	legacy_clean		legacy_clean	
sync-aether	legacy_clean		legacy_clean	
sync-analog	legacy_clean		legacy_clean	
syntax	legacy_clean		legacy_clean	
syntax-analog	legacy_clean		legacy_clean	
tactic	legacy_clean		legacy_clean	
tactic-analog	legacy_clean		legacy_clean	
tally	legacy_clean		legacy_clean	
tally-analog	legacy_clean		legacy_clean	
tangent	legacy_clean		legacy_clean	
tangent-aether	legacy_clean		legacy_clean	
tangent-analog	legacy_clean		legacy_clean	
tango	legacy_clean		legacy_clean	
tango-aether	legacy_clean		legacy_clean	
tango-analog	legacy_clean		legacy_clean	
tannin	legacy_clean		legacy_clean	
tannin-analog	legacy_clean		legacy_clean	
taper	legacy_clean		legacy_clean	
taper-analog	legacy_clean		legacy_clean	
tarn	legacy_clean		legacy_clean	
tarn-aether	git_recovered	cc9875d3cd263cb863a4a5563acf7333041cd51b	legacy_clean	
tarn-analog	legacy_clean		legacy_clean	
tempest	legacy_clean		legacy_clean	
tempest-analog	legacy_clean		legacy_clean	
tensor	legacy_clean		legacy_clean	
tensor-aether	legacy_clean		legacy_clean	
tensor-analog	legacy_clean		legacy_clean	
terra	legacy_clean		legacy_clean	
terra-aether	legacy_clean		legacy_clean	
terra-analog	legacy_clean		legacy_clean	
tessera	legacy_clean		legacy_clean	
tessera-analog	legacy_clean		legacy_clean	
theorem	legacy_clean		legacy_clean	
theorem-aether	git_recovered	cc9875d3cd263cb863a4a5563acf7333041cd51b	legacy_clean	
theorem-analog	legacy_clean		legacy_clean	
thermal	legacy_clean		legacy_clean	
thermal-analog	legacy_clean		legacy_clean	
thesis	legacy_clean		legacy_clean	
thesis-aether	git_recovered	cc9875d3cd263cb863a4a5563acf7333041cd51b	legacy_clean	
thesis-analog	legacy_clean		legacy_clean	
thorium	git_recovered	4b213e5e463699d50460452562429886f06e7b1e	legacy_clean	
thorium-analog	legacy_clean		legacy_clean	
thread	legacy_clean		legacy_clean	
thread-aether	git_recovered	cc9875d3cd263cb863a4a5563acf7333041cd51b	legacy_clean	
thread-analog	legacy_clean		legacy_clean	
threshold	legacy_clean		legacy_clean	
threshold-analog	legacy_clean		legacy_clean	
thrust	legacy_clean		legacy_clean	
thrust-analog	legacy_clean		legacy_clean	
timber	git_recovered	aea898a7a89bd2e52289ad89dbc3dc7dd21f0746	legacy_clean	
timber-analog	legacy_clean		legacy_clean	
tinker	legacy_clean		legacy_clean	
tinker-analog	legacy_clean		legacy_clean	
titan	legacy_clean		legacy_clean	
titan-aether	git_recovered	cc9875d3cd263cb863a4a5563acf7333041cd51b	legacy_clean	
titan-analog	legacy_clean		legacy_clean	
token	git_recovered	4d1b012e3d83b500065290d37e5d184034d0f7c4	legacy_clean	
token-analog	legacy_clean		legacy_clean	
topaz	git_recovered	ae34f57101828e4780a8a824765d70f7246eb61f	legacy_clean	
topaz-analog	legacy_clean		legacy_clean	
torque	legacy_clean		legacy_clean	
torque-aether	git_recovered	cc9875d3cd263cb863a4a5563acf7333041cd51b	legacy_clean	
torque-analog	legacy_clean		legacy_clean	
trace	legacy_clean		legacy_clean	
trace-analog	legacy_clean		legacy_clean	
tract	legacy_clean		legacy_clean	
tract-aether	legacy_clean		legacy_clean	
tract-analog	legacy_clean		legacy_clean	
transit	legacy_clean		legacy_clean	
transit-aether	git_recovered	cc9875d3cd263cb863a4a5563acf7333041cd51b	legacy_clean	
transit-analog	legacy_clean		legacy_clean	
trellis	legacy_clean		legacy_clean	
tremor	legacy_clean		legacy_clean	
tremor-aether	legacy_clean		legacy_clean	
tremor-analog	legacy_clean		legacy_clean	
triad	legacy_clean		legacy_clean	
triad-aether	legacy_clean		legacy_clean	
triad-analog	legacy_clean		legacy_clean	
trident	legacy_clean		legacy_clean	
trident-analog	legacy_clean		legacy_clean	
trine	legacy_clean		legacy_clean	
trine-aether	legacy_clean		legacy_clean	
trine-analog	legacy_clean		legacy_clean	
tripwire	legacy_clean		legacy_clean	
tripwire-aether	legacy_clean		legacy_clean	
tripwire-analog	legacy_clean		legacy_clean	
trophy	legacy_clean		legacy_clean	
trophy-analog	legacy_clean		legacy_clean	
truss	legacy_clean		legacy_clean	
truss-aether	legacy_clean		legacy_clean	
truss-analog	legacy_clean		legacy_clean	
tungsten	legacy_clean		legacy_clean	
tungsten-aether	git_recovered	cc9875d3cd263cb863a4a5563acf7333041cd51b	legacy_clean	
tungsten-analog	git_recovered	81f6bc63281948cdba66ac212649a5ef19b639ca	legacy_clean	
turbine	legacy_clean		legacy_clean	
turbine-analog	legacy_clean		legacy_clean	
turret	legacy_clean		legacy_clean	
turret-analog	legacy_clean		legacy_clean	
umbra	legacy_clean		legacy_clean	
umbra-aether	git_recovered	cc9875d3cd263cb863a4a5563acf7333041cd51b	legacy_clean	
umbra-analog	legacy_clean		legacy_clean	
undercurrent	git_recovered	96f0c08bded635c1e0bb81aa850d23ecf332c6f9	legacy_clean	
undercurrent-analog	legacy_clean		legacy_clean	
unity	legacy_clean		legacy_clean	
unity-aether	legacy_clean		legacy_clean	
unity-analog	legacy_clean		legacy_clean	
uplift	legacy_clean		legacy_clean	
uplift-aether	legacy_clean		legacy_clean	
uplift-analog	legacy_clean		legacy_clean	
upsilon	legacy_clean		legacy_clean	
upsilon-analog	legacy_clean		legacy_clean	
uranium	legacy_clean		legacy_clean	
uranium-analog	legacy_clean		legacy_clean	
valve	git_recovered	dfdf4d61a727943568c236a9fc74d26b890fc89c	legacy_clean	
valve-analog	legacy_clean		legacy_clean	
vanguard	legacy_clean		legacy_clean	
vanguard-analog	legacy_clean		legacy_clean	
vapor	legacy_clean		legacy_clean	
vapor-analog	legacy_clean		legacy_clean	
variance	legacy_clean		legacy_clean	
variance-analog	legacy_clean		legacy_clean	
vector	legacy_clean		legacy_clean	
vector-aether	git_recovered	cc9875d3cd263cb863a4a5563acf7333041cd51b	legacy_clean	
vector-analog	legacy_clean		legacy_clean	
vellum	git_recovered	4bccf7ea6cccf00780f1117e7e6c538dbd34ac47	legacy_clean	
velocity	legacy_clean		legacy_clean	
velocity-analog	legacy_clean		legacy_clean	
venture	legacy_clean		legacy_clean	
venture-aether	git_recovered	cc9875d3cd263cb863a4a5563acf7333041cd51b	legacy_clean	
venture-analog	legacy_clean		legacy_clean	
verdigris	legacy_clean		legacy_clean	
verge	legacy_clean		legacy_clean	
verge-analog	legacy_clean		legacy_clean	
veritas	legacy_clean		legacy_clean	
vermillion	git_recovered	96f0c08bded635c1e0bb81aa850d23ecf332c6f9	legacy_clean	
vermillion-analog	legacy_clean		legacy_clean	
vertex	legacy_clean		legacy_clean	
vertex-analog	legacy_clean		legacy_clean	
vestige	legacy_clean		legacy_clean	
vestige-aether	git_recovered	cc9875d3cd263cb863a4a5563acf7333041cd51b	legacy_clean	
vestige-analog	legacy_clean		legacy_clean	
vial	git_recovered	bb27615f82bdf1b0030d1b1fb0f939ee36f90f82	legacy_clean	
vial-analog	legacy_clean		legacy_clean	
vigil	legacy_clean		legacy_clean	
vigil-analog	legacy_clean		legacy_clean	
vinyl	legacy_clean		legacy_clean	
vinyl-analog	legacy_clean		legacy_clean	
violet	legacy_clean		legacy_clean	
violet-analog	legacy_clean		legacy_clean	
virtue	legacy_clean		legacy_clean	
virtue-aether	git_recovered	cc9875d3cd263cb863a4a5563acf7333041cd51b	legacy_clean	
virtue-analog	legacy_clean		legacy_clean	
visor	git_recovered	dfdf4d61a727943568c236a9fc74d26b890fc89c	legacy_clean	
visor-analog	legacy_clean		legacy_clean	
vivid	legacy_clean		legacy_clean	
vivid-analog	legacy_clean		legacy_clean	
void	legacy_clean		legacy_clean	
void-analog	legacy_clean		legacy_clean	
volt	git_recovered	498e292e17dad900ed063ddcf717e042dcfafe12	legacy_clean	
volt-analog	legacy_clean		legacy_clean	
vortex	legacy_clean		legacy_clean	
vortex-analog	legacy_clean		legacy_clean	
vowel	legacy_clean		legacy_clean	
vowel-aether	git_recovered	da5fbcca2a4d8f94a912097c55d7b39af47a1c76	legacy_clean	
vowel-analog	legacy_clean		legacy_clean	
warden	legacy_clean		legacy_clean	
warden-aether	legacy_clean		legacy_clean	
warden-analog	legacy_clean		legacy_clean	
warrant	legacy_clean		legacy_clean	
warrant-aether	legacy_clean		legacy_clean	
warrant-analog	legacy_clean		legacy_clean	
watchdog-mod	legacy_clean		legacy_clean	
waveform	legacy_clean		legacy_clean	
waveform-aether	legacy_clean		legacy_clean	
waveform-analog	legacy_clean		legacy_clean	
waypoint	legacy_clean		legacy_clean	
waypoint-aether	legacy_clean		legacy_clean	
waypoint-analog	legacy_clean		legacy_clean	
wedge	legacy_clean		legacy_clean	
wedge-aether	git_recovered	cc9875d3cd263cb863a4a5563acf7333041cd51b	legacy_clean	
wedge-analog	legacy_clean		legacy_clean	
weft	legacy_clean		legacy_clean	
whisk	legacy_clean		legacy_clean	
whisk-aether	git_recovered	cc9875d3cd263cb863a4a5563acf7333041cd51b	legacy_clean	
whisk-analog	legacy_clean		legacy_clean	
widget	legacy_clean		legacy_clean	
widget-analog	legacy_clean		legacy_clean	
wildcard	legacy_clean		legacy_clean	
wildcard-analog	legacy_clean		legacy_clean	
windmill	legacy_clean		legacy_clean	
windmill-analog	legacy_clean		legacy_clean	
winnow	legacy_clean		legacy_clean	
winnow-aether	legacy_clean		legacy_clean	
winnow-analog	legacy_clean		legacy_clean	
wire	git_recovered	4b213e5e463699d50460452562429886f06e7b1e	legacy_clean	
wire-aether	legacy_clean		legacy_clean	
wire-analog	legacy_clean		legacy_clean	
witness	legacy_clean		legacy_clean	
witness-analog	legacy_clean		legacy_clean	
xenon	legacy_clean		legacy_clean	
xenon-analog	legacy_clean		legacy_clean	
xerox	legacy_clean		legacy_clean	
xerox-aether	legacy_clean		legacy_clean	
xerox-analog	legacy_clean		legacy_clean	
yarrow	legacy_clean		legacy_clean	
yarrow-aether	git_recovered	cc9875d3cd263cb863a4a5563acf7333041cd51b	legacy_clean	
yarrow-analog	legacy_clean		legacy_clean	
yield	legacy_clean		legacy_clean	
yield-analog	legacy_clean		legacy_clean	
zenith	legacy_clean		legacy_clean	
zenith-aether	legacy_clean		legacy_clean	
zenith-analog	legacy_clean		legacy_clean	
zephyr	legacy_clean		legacy_clean	
zephyr-analog	legacy_clean		legacy_clean	
zero	legacy_clean		legacy_clean	
zero-aether	git_recovered	cc9875d3cd263cb863a4a5563acf7333041cd51b	legacy_clean	
zero-analog	legacy_clean		legacy_clean	
zinc	legacy_clean		legacy_clean	
zinc-analog	legacy_clean		legacy_clean	
zone	legacy_clean		legacy_clean	
zone-aether	legacy_clean		legacy_clean	
zone-analog	legacy_clean		legacy_clean	
